;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 300.00000 cm^-3
;    T = 20.000000 K
;    Chi = 0.010000000
;    xh = 0.0000000
;    xC = 0.00010000000
;    mu(1E-7 cm) = 9.3000000 debye (this corresponds to beta = 0.38450768 debye)
;
;
;    Diklike grains are asssumed to be randomly oriented with respect to their angular momentum vector.
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
       123.44401   2.5331269e-19
       127.78210   1.9536734e-19
       132.27263   1.4990753e-19
       136.92098   1.1452133e-19
       141.73268   8.7130254e-20
       146.71348   6.5996768e-20
       151.86930   4.9722485e-20
       157.20632   3.7218117e-20
       162.73089   2.7649227e-20
       168.44961   2.0374027e-20
       174.36929   1.4889662e-20
       180.49701   1.0793890e-20
       186.84006   7.7634266e-21
       193.40603   5.5404321e-21
       200.20273   3.9227518e-21
       207.23829   2.7546958e-21
       214.52109   1.9180031e-21
       222.05983   1.3236682e-21
       229.86349   9.0512519e-22
       237.94140   6.1300579e-22
       246.30317   4.1099872e-22
       254.95880   2.7264157e-22
       263.91860   1.7883051e-22
       273.19327   1.1590220e-22
       282.79388   7.4172511e-23
       292.73187   4.6838160e-23
       303.01910   2.9166305e-23
       313.66785   1.7897251e-23
       324.69082   1.0812854e-23
       336.10115   6.4249271e-24
       347.91248   3.7497759e-24
       360.13888   2.1466417e-24
       372.79494   1.2038244e-24
       385.89576   6.6052923e-25
       399.45697   3.5412993e-25
       413.49475   1.8521905e-25
       428.02586   9.4302530e-26
       443.06761   4.6626703e-26
       458.63797   2.2317290e-26
       474.75550   1.0333641e-26
       491.43944   4.6145148e-27
