14.9	28.4	0.42
10.7	35.6	0.976
8.87	48.6	1.5
5.009	81.74	4.28
5.0	76.37	3.84
2.65	126.7	4.0
1.4	220.2	11.0
0.75	337.0	17.0
0.408	510.4	77.56
0.178	1050.0	80.0
